source_id,dataset,group_id,split,image_path,label_path,modality_claim,height,width,instance_count,furniture_fraction
6db657d4f7,emps,10.1016.j.apsusc.2020.145894,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\6db657d4f7.png,,electron microscopy,512,513,1,0.1317198160331384
2897b777fe,emps,10.1016.j.apsusc.2020.145778,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\2897b777fe.png,,electron microscopy,512,626,5,0.20838221345846644
82c99bbb53,emps,10.1016.j.apsusc.2020.145778,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\82c99bbb53.png,,electron microscopy,512,627,1,0.22994853967304626
207bb15702,emps,10.1016.j.apsusc.2020.145360,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\207bb15702.png,,electron microscopy,512,743,8,0.132339333781965
ce2f96aae1,emps,10.1016.j.apsusc.2020.145360,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\ce2f96aae1.png,,electron microscopy,512,740,14,0.13953494510135134
7f1a5b0782,emps,10.1016.j.apsusc.2020.145360,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\7f1a5b0782.png,,electron microscopy,512,776,2,0.13161193218427836
ce41e4e56d,emps,10.1016.j.apsusc.2020.145360,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\ce41e4e56d.png,,electron microscopy,512,738,37,0.13718188939701897
7988097925,emps,10.1016.j.apsusc.2020.145360,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\7988097925.png,,electron microscopy,512,745,25,0.13154362416107382
15a3ba1c51,emps,10.1016.j.apsusc.2020.145360,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\15a3ba1c51.png,,electron microscopy,512,741,25,0.14374841852226722
c5c0825297,emps,10.1016.j.apsusc.2020.145360,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\c5c0825297.png,,electron microscopy,512,739,36,0.12871860199594046
e83de4878a,emps,10.1016.j.apsusc.2020.145360,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\e83de4878a.png,,electron microscopy,512,741,23,0.14295504385964913
f5235de51f,emps,10.1016.j.apsusc.2020.145360,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\f5235de51f.png,,electron microscopy,512,750,8,0.13024479166666666
85a5d4d8b9,emps,10.1016.j.apsusc.2020.145360,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\85a5d4d8b9.png,,electron microscopy,512,737,7,0.15495940044097695
f6e0ae6378,emps,10.1016.j.apsusc.2020.145360,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\f6e0ae6378.png,,electron microscopy,512,739,30,0.13811157391745602
398ae34c19,emps,10.1016.j.apsusc.2020.145360,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\398ae34c19.png,,electron microscopy,512,746,31,0.13087770191018766
0a30487a4e,emps,10.1016.j.apsusc.2020.145354,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\0a30487a4e.png,,electron microscopy,512,517,20,0.1315431576402321
23d581d8a9,emps,10.1016.j.apsusc.2020.145354,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\23d581d8a9.png,,electron microscopy,512,517,7,0.13037203820116053
22c776b059,emps,10.1016.j.apsusc.2020.145335,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\22c776b059.png,,electron microscopy,512,734,16,0.14735716110354224
848b740671,emps,10.1016.j.apsusc.2019.144631,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\848b740671.png,,electron microscopy,512,666,1,0.1425370683183183
c7e9ec8d48,emps,10.1016.j.apsusc.2019.144631,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\c7e9ec8d48.png,,electron microscopy,512,769,3,0.15390828185955788
8f9db31734,emps,10.1016.j.apsusc.2019.144113,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\8f9db31734.png,,electron microscopy,512,596,3,0.16699874161073824
b78bdee5d3,emps,10.1016.j.apsusc.2019.144113,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\b78bdee5d3.png,,electron microscopy,512,594,6,0.13578164457070707
a2883fc6eb,emps,10.1016.j.apmt.2019.100497,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\a2883fc6eb.png,,electron microscopy,512,618,65,0.1330052841828479
6d1574872b,emps,10.1016.j.apmt.2019.07.017,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\6d1574872b.png,,electron microscopy,512,548,6,0.1256379733120438
41bb4d19a4,emps,10.1016.j.apmt.2019.07.017,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\41bb4d19a4.png,,electron microscopy,512,641,4,0.12432356669266771
032bd4a6b1,emps,10.1016.j.apmt.2019.07.017,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\032bd4a6b1.png,,electron microscopy,512,598,7,0.12992853783444816
9797ed1000,emps,10.1016.j.apmt.2019.07.017,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\9797ed1000.png,,electron microscopy,512,666,3,0.12771853885135134
fe76e94abf,emps,10.1016.j.apmt.2019.07.017,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\fe76e94abf.png,,electron microscopy,512,579,7,0.13013074805699482
ec62d76c0a,emps,10.1016.j.apcatb.2020.118805,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\ec62d76c0a.png,,electron microscopy,512,514,1,0.13355727140077822
af2a275342,emps,10.1016.j.apcatb.2020.118700,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\af2a275342.png,,electron microscopy,512,769,6,0.12887577210663198
bc1fe886af,emps,10.1016.j.apcatb.2020.118606,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\bc1fe886af.png,,electron microscopy,512,1088,1,0.13478896197150736
728f55aed4,emps,10.1016.j.apcatb.2020.118606,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\728f55aed4.png,,electron microscopy,512,1027,1,0.13235607351509251
99eb4bad25,emps,10.1016.j.apcatb.2020.118606,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\99eb4bad25.png,,electron microscopy,512,512,8,0.11934661865234375
e4268d7502,emps,10.1016.j.apcatb.2019.118560,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\e4268d7502.png,,electron microscopy,546,512,1,0.12445269574175824
c1bfc4308b,emps,10.1016.j.apcatb.2019.118560,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\c1bfc4308b.png,,electron microscopy,512,611,18,0.126221102700491
dfeaa0d54b,emps,10.1016.j.apcatb.2019.118317,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\dfeaa0d54b.png,,electron microscopy,512,521,2,0.1427280770153551
6e16b7dcb7,emps,10.1016.j.apcatb.2019.118142,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\6e16b7dcb7.png,,electron microscopy,512,513,9,0.1354433174951267
f84ce9e349,emps,10.1016.j.apcatb.2019.01.021,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\f84ce9e349.png,,electron microscopy,512,519,179,0.13751655828516376
26e5f24689,emps,10.1016.j.apcatb.2018.11.039,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\26e5f24689.png,,electron microscopy,514,512,1,0.1300120075389105
2dadb1ced1,emps,10.1016.j.apcata.2019.117378,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\2dadb1ced1.png,,electron microscopy,512,661,1,0.13350096917549167
39b3a6db5e,emps,10.1016.j.ajps.2020.04.001,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\39b3a6db5e.png,,electron microscopy,512,518,1,0.13419250723938225
06f605c0b1,emps,10.1016.j.addma.2019.100919,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\06f605c0b1.png,,electron microscopy,512,737,4,0.12026691824966079
544b32e4cd,emps,10.1016.j.addma.2019.100919,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\544b32e4cd.png,,electron microscopy,512,735,7,0.12014508928571428
1ff313314c,emps,10.1016.j.actbio.2020.04.055,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\1ff313314c.png,,electron microscopy,514,512,1,0.12002979085603113
3a0a2f5edf,emps,10.1016.j.actbio.2020.04.055,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\3a0a2f5edf.png,,electron microscopy,512,515,1,0.12419599514563107
c3d3764a5a,emps,10.1016.j.actbio.2020.04.055,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\c3d3764a5a.png,,electron microscopy,512,512,3,0.12134933471679688
ae690251d5,emps,10.1016.j.actbio.2020.04.055,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\ae690251d5.png,,electron microscopy,512,512,6,0.11922073364257812
9fac661e24,emps,10.1016.j.actbio.2020.04.055,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\9fac661e24.png,,electron microscopy,512,514,5,0.12059976896887159
85dedcfd30,emps,10.1016.j.actbio.2020.04.055,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\85dedcfd30.png,,electron microscopy,512,514,3,0.12273148711089495
cc87926397,emps,10.1016.j.actbio.2019.11.023,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\cc87926397.png,,electron microscopy,512,728,17,0.12630118904532966
6d0f510327,emps,10.1016.j.actbio.2019.04.056,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\6d0f510327.png,,electron microscopy,512,520,6,0.13621920072115384
dbbbce5020,emps,10.1016.j.actbio.2019.04.023,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\dbbbce5020.png,,electron microscopy,512,554,16,0.2937373082129964
c1cccb3332,emps,10.1016.j.actbio.2019.04.022,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\c1cccb3332.png,,electron microscopy,512,545,15,0.12799956995412845
cf703078f2,emps,10.1016.j.actbio.2019.01.002,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\cf703078f2.png,,electron microscopy,512,942,8,0.12938727441613587
f98c5fb82a,emps,10.1016.j.actbio.2018.12.046,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\f98c5fb82a.png,,electron microscopy,528,512,45,0.12611342921401514
62594342ac,emps,10.1016.j.aca.2020.03.052,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\62594342ac.png,,electron microscopy,512,914,12,0.1336437534190372
3692286ecf,emps,10.1016.j.aca.2020.03.052,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\3692286ecf.png,,electron microscopy,512,687,5,0.1277861171761281
82e8007547,emps,10.1016.j.aca.2020.01.049,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\82e8007547.png,,electron microscopy,512,534,14,0.12729327598314608
5898a2ac02,emps,10.1016.j.aca.2020.01.049,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\5898a2ac02.png,,electron microscopy,512,532,17,0.12613075657894737
b16f4f83a4,emps,10.1016.j.aca.2019.10.060,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\b16f4f83a4.png,,electron microscopy,512,546,21,0.1293462396978022
de1d3f1409,emps,10.1016.j.aca.2019.07.066,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\de1d3f1409.png,,electron microscopy,512,512,4,0.17301177978515625
934d76aaf2,emps,10.1016.j.aca.2019.02.037,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\934d76aaf2.png,,electron microscopy,512,704,1,0.15257401899857956
782d7f752d,emps,10.1016.j.aca.2019.02.037,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\782d7f752d.png,,electron microscopy,512,697,1,0.13115360473457677
893215335a,emps,10.1016.j.aca.2019.02.037,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\893215335a.png,,electron microscopy,512,704,1,0.128570556640625
f7f7093f0f,emps,10.1016.j.wear.2018.12.096,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\f7f7093f0f.png,,electron microscopy,512,685,4,0.1293196852189781
671b7c8831,emps,10.1016.j.vacuum.2019.109044,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\671b7c8831.png,,electron microscopy,512,685,3,0.12374543795620438
d4b73860c3,emps,10.1016.j.vacuum.2019.109044,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\d4b73860c3.png,,electron microscopy,512,690,2,0.12424139492753623
0e41d62d5d,emps,10.1016.j.vacuum.2019.04.061,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\0e41d62d5d.png,,electron microscopy,512,518,1,0.13190757722007723
fc9e19325c,emps,10.1016.j.vacuum.2019.04.061,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\fc9e19325c.png,,electron microscopy,531,512,1,0.1301274129001883
5568be0f4c,emps,10.1016.j.ultsonch.2019.104727,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\5568be0f4c.png,,electron microscopy,512,640,2,0.1365234375
51f82fcb93,emps,10.1016.j.ultsonch.2019.104727,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\51f82fcb93.png,,electron microscopy,512,636,1,0.13320865271226415
cecb19b837,emps,10.1016.j.ultramic.2018.10.011,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\cecb19b837.png,,electron microscopy,512,512,1,0.12509536743164062
90615b870a,emps,10.1016.j.ultramic.2018.10.011,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\90615b870a.png,,electron microscopy,513,512,1,0.13385188230994152
17f1cecc7a,emps,10.1016.j.ultramic.2018.10.011,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\17f1cecc7a.png,,electron microscopy,515,512,1,0.1321336468446602
291898b7c6,emps,10.1016.j.tsf.2019.02.044,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\291898b7c6.png,,electron microscopy,514,512,1,0.12428942728599222
1700be1235,emps,10.1016.j.triboint.2019.106071,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\1700be1235.png,,electron microscopy,512,552,7,0.18991663836050723
c36b04376a,emps,10.1016.j.tet.2018.11.035,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\c36b04376a.png,,electron microscopy,512,555,1,0.14067074887387387
9d358e8c8a,emps,10.1016.j.talanta.2019.120178,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\9d358e8c8a.png,,electron microscopy,512,629,3,0.12709285572337042
d7da1a24ad,emps,10.1016.j.synthmet.2019.116229,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\d7da1a24ad.png,,electron microscopy,514,512,1,0.12737110894941633
25af264996,emps,10.1016.j.synthmet.2019.116229,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\25af264996.png,,electron microscopy,512,575,4,0.13273777173913043
a66c75354a,emps,10.1016.j.surfcoat.2020.125856,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\a66c75354a.png,,electron microscopy,512,689,17,0.12066287191582004
66a6ddb34e,emps,10.1016.j.solidstatesciences.2020.106179,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\66a6ddb34e.png,,electron microscopy,525,512,13,0.13940104166666667
296a52bf09,emps,10.1016.j.solidstatesciences.2020.106179,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\296a52bf09.png,,electron microscopy,515,512,10,0.1317013046116505
21308b3614,emps,10.1016.j.solidstatesciences.2020.106179,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\21308b3614.png,,electron microscopy,512,638,12,0.14970794964733541
7701ac03c1,emps,10.1016.j.solener.2019.12.053,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\7701ac03c1.png,,electron microscopy,512,603,6,0.14713541666666666
d5e8abb61d,emps,10.1016.j.snb.2020.128412,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\d5e8abb61d.png,,electron microscopy,512,775,69,0.18482862903225805
2b9ccd5679,emps,10.1016.j.snb.2020.127964,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\2b9ccd5679.png,,electron microscopy,512,693,6,0.1251493731962482
4545280c2b,emps,10.1016.j.snb.2020.127831,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\4545280c2b.png,,electron microscopy,512,566,21,0.13275383723498232
36de69b2c0,emps,10.1016.j.snb.2020.127831,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\36de69b2c0.png,,electron microscopy,512,564,33,0.12601465536347517
80719af02f,emps,10.1016.j.snb.2019.127107,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\80719af02f.png,,electron microscopy,512,512,258,0.12089920043945312
2daa27a6df,emps,10.1016.j.snb.2019.127107,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\2daa27a6df.png,,electron microscopy,512,647,24,0.12938019223338484
a59bcf3f13,emps,10.1016.j.snb.2019.127107,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\a59bcf3f13.png,,electron microscopy,512,657,29,0.1344148354261796
cd22803960,emps,10.1016.j.snb.2019.127107,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\cd22803960.png,,electron microscopy,512,626,41,0.1287096894968051
7ab1f4b7ba,emps,10.1016.j.snb.2019.127107,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\7ab1f4b7ba.png,,electron microscopy,512,609,39,0.12872985940065682
f7f9125fb0,emps,10.1016.j.snb.2019.126861,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\f7f9125fb0.png,,electron microscopy,512,557,3,0.13625238442549373
913312cfdf,emps,10.1016.j.snb.2019.03.085,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\913312cfdf.png,,electron microscopy,534,512,18,0.13344891151685392
be5df16bd4,emps,10.1016.j.snb.2019.03.085,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\be5df16bd4.png,,electron microscopy,568,512,17,0.13440113336267606
3bbd05202e,emps,10.1016.j.snb.2018.12.134,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\3bbd05202e.png,,electron microscopy,512,593,10,0.1331583315767285
