image_id,doi,split,excluded_fraction,eligible
e2d9d3d783,10.1016.j.carbon.2020.05.073,test,0.1354,False
e3a800b533,10.1016.j.bios.2017.04.035,train,0.123,True
e4065c11e4,10.1016.j.apsusc.2017.11.151,train,0.144,True
e4268d7502,10.1016.j.apcatb.2019.118560,train,0.1245,True
e493a405ad,10.1016.j.jcis.2016.04.046,test,0.1188,False
e49e69fd61,10.1016.j.jhazmat.2020.122348,train,0.1328,True
e49ed62b0b,10.1016.j.ijhydene.2017.08.104,test,0.1306,False
e59a1a493e,10.1016.j.sjbs.2019.10.006,test,0.1312,False
e6822fbe96,10.1016.j.jallcom.2019.07.034,train,0.1176,True
e6bfc43298,10.1016.j.actamat.2017.04.013,validation,0.1331,True
e7187b91bf,10.1016.j.bios.2019.03.059,test,0.1343,False
e73bcbd77d,10.1016.j.eurpolymj.2016.02.025,train,0.2284,True
e83de4878a,10.1016.j.apsusc.2020.145360,validation,0.143,True
e853d120fa,10.1016.j.polymertesting.2019.106110,train,0.1165,True
e8e39c913a,10.1016.j.colsurfb.2017.07.002,test,0.1217,False
ea71fe4650,10.1016.j.saa.2019.117177,train,0.1362,True
eb67400438,10.1016.j.ultsonch.2017.06.027,train,0.1224,True
ec2cc16d2a,10.1016.j.actbio.2016.06.003,train,0.1493,True
ec62d76c0a,10.1016.j.apcatb.2020.118805,train,0.1336,True
ed120ef412,10.1016.j.jlumin.2017.06.007,train,0.1295,True
ed3547f3da,10.1016.j.ijleo.2020.164180,train,0.1413,True
ed3a3cb76b,10.1016.j.ijpharm.2016.04.073,train,0.1192,True
ee161d333c,10.1016.j.orgel.2017.09.038,train,0.1281,True
ee8a331d06,10.1016.j.ijbiomac.2019.03.031,train,0.1255,True
eed04b7d68,10.1016.j.jhazmat.2019.121601,train,0.1241,True
ef6bbe7612,10.1016.j.jiec.2020.05.025,train,0.1239,True
f0522acde8,10.1016.j.cej.2019.122855,train,0.1274,True
f068954421,10.1016.j.bios.2015.07.042,train,0.3514,True
f24b8804c9,10.1016.j.colsurfa.2016.02.033,test,0.1305,False
f28b702df5,10.1016.j.archoralbio.2019.03.022,test,0.1289,False
f29baed81b,10.1016.j.polymer.2017.08.061,test,0.132,False
f32c7bd62b,10.1016.j.cossms.2017.01.001,train,0.1172,True
f3b36fb2ab,10.1016.j.micpath.2017.10.032,train,0.1228,True
f447a36b0b,10.1016.j.cclet.2019.07.024,train,0.132,True
f485e2051b,10.1016.j.ijpharm.2017.03.031,validation,0.1359,True
f5235de51f,10.1016.j.apsusc.2020.145360,validation,0.1302,True
f58490bdaf,10.1016.j.cej.2020.125194,validation,0.1352,True
f659af19da,10.1016.j.cej.2019.122990,train,0.1299,True
f664201c62,10.1016.j.cej.2015.12.020,train,0.334,True
f6c0d8967e,10.1016.j.colsurfa.2016.01.010,validation,0.1267,True
f6e0ae6378,10.1016.j.apsusc.2020.145360,validation,0.1381,True
f6f3758bf4,10.1016.j.chemosphere.2019.06.008,validation,0.1463,True
f73d0ac26a,10.1016.j.snb.2018.12.134,validation,0.1389,True
f77a745ba2,10.1016.j.cej.2019.123835,test,0.1348,False
f78844f8ce,10.1016.j.chemosphere.2019.06.008,validation,0.1291,True
f7f7093f0f,10.1016.j.wear.2018.12.096,train,0.1293,True
f7f9125fb0,10.1016.j.snb.2019.126861,train,0.1363,True
f7fa7d1729,10.1016.j.cej.2017.08.022,test,0.1223,False
f84ce9e349,10.1016.j.apcatb.2019.01.021,train,0.1375,True
f8a1b2bf39,10.1016.j.saa.2019.117177,train,0.1425,True
f98c5fb82a,10.1016.j.actbio.2018.12.046,test,0.1261,False
f9d59dcb02,10.1016.j.mser.2019.03.001,train,0.1319,True
fab3633337,10.1016.j.cej.2019.03.083,validation,0.1354,True
fb1eb65fe5,10.1016.j.ijbiomac.2019.08.234,train,0.1268,True
fc2851e6d3,10.1016.j.saa.2020.118343,test,0.1227,False
fc9e19325c,10.1016.j.vacuum.2019.04.061,train,0.1301,True
fcc97c015c,10.1016.j.porgcoat.2017.04.050,validation,0.1361,True
fcebbb1fd9,10.1016.j.saa.2019.117890,train,0.1261,True
fd1f58d925,10.1016.j.snb.2017.07.010,train,0.1407,True
fe76e94abf,10.1016.j.apmt.2019.07.017,train,0.1301,True
fe83ead30b,10.1016.j.ijpharm.2017.01.014,train,0.4237,True
fe9791f122,10.1016.j.tox.2016.08.020,validation,0.1357,True
ffae2f363e,10.1016.j.carbon.2020.05.073,test,0.1349,False
fff35f80e1,10.1016.j.mser.2019.01.001,test,0.1603,False
